page_id,page_title,view_count,protection_level,protection_expiry,page_length,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories,page_freshness
47718400,Boyka: Undisputed,1843427,autoconfirmed, infinity,6963,Fewer than 30 watchers,,4,28507,142,1,1,6,2611
48624484,Boyka: Undisputed IV,54184,autoconfirmed, infinity,47,Fewer than 30 watchers,,0,5,1,0,0,,2612
42103819,Boyko Borisov,636661,autoconfirmed, 2021-08-18T21:20:22Z,65544,67,17,7,9630,1572,2,2,24,2613
621513,Boyzone,2119559,autoconfirmed, infinity,43191,99,4,7,22664,2362,6,5,27,2614
52587522,"Bozan, Iraq",9386,autoconfirmed, infinity,7536,Fewer than 30 watchers,,2,41,53,0,0,9,2615
53784982,Brace Belden,358775,autoconfirmed, 2021-08-23T14:15:42Z,14818,Fewer than 30 watchers,,3,18894,295,0,0,4,2616
20598015,Brachiosaurus,2065903,autoconfirmed, infinity,116090,158,27,11,24094,1757,0,0,12,2617
44849,Brad Pitt,36765501,autoconfirmed, infinity,153105,1101,53,5,416934,9708,9,7,39,2618
57802185,Brad Raffensperger,589799,autoconfirmed, 2021-09-21T22:21:07Z,41020,45,21,4,4971,404,0,0,6,2619
23861381,Bradford,1986999,autoconfirmed, infinity,155652,159,17,17,22107,4711,42,9,45,2620
353103,Bradley,249634,autoconfirmed, infinity,8784,31,There may or may not be a watching user visiting recent edits,1,1853,804,0,0,4,2621
31661086,Bradley Beal,2378312,autoconfirmed, 2021-08-26T03:21:18Z,49568,45,11,4,61945,1478,23,11,9,2622
365352,Bradley Cooper,32988038,autoconfirmed, infinity,129929,417,38,2,293845,5162,8,3,28,2623
40745275,Bradley Manning,280899,autoconfirmed, infinity,108,366,35,0,418,9,0,0,7,2624
38364853,Brady Haran,677059,autoconfirmed, infinity,26158,85,11,14,5440,800,5,5,12,2625
7986069,Brady Hoke,915899,autoconfirmed, infinity,39810,56,5,2,3982,1114,0,0,8,2626
3717,Brain,4749441,autoconfirmed, infinity,121362,982,65,16,25620,6718,2,2,13,2627
13624643,Branch Wars,169976,autoconfirmed, infinity,7972,Fewer than 30 watchers,,0,1757,338,0,0,7,2628
3341046,Branding (BDSM),35762,autoconfirmed, infinity,79,Fewer than 30 watchers,,0,298,36,0,0,2,2629
46504013,Brandon Ingram,3623754,autoconfirmed, 2021-11-10T08:08:49Z,54988,42,8,3,24989,840,0,0,10,2630
1433549,Bratz Babyz,95213,autoconfirmed, infinity,7109,Fewer than 30 watchers,,5,860,627,0,0,3,2631
28934195,Brauer College Warrnambool,2942,autoconfirmed, infinity,28,Fewer than 30 watchers,,0,4,1,0,0,,2632
33907003,Braun Strowman,8307497,autoconfirmed, 2023-04-15T17:04:34Z,131149,111,21,6,91428,3290,6,5,10,2633
54330116,Brawl Stars,1639498,autoconfirmed, 2025-10-26T13:00:44Z,27530,100,19,3,19712,2488,5,3,7,2634
3383,Brazil,25353687,autoconfirmed, infinity,258500,1467,106,20,300141,17261,27,17,47,2635
21975103,Brazil-Israel relations,2051,autoconfirmed, infinity,33401,31,There may or may not be a watching user visiting recent edits,10,419,160,4,4,8,2636
36969,Bread,4054579,autoconfirmed, infinity,49970,386,27,21,34860,6649,4,4,15,2637
1369965,Breaking Benjamin,3333190,autoconfirmed, infinity,99826,234,15,15,28273,7263,1,1,20,2638
2828238,Breaking the Silence (non-governmental organization),146420,autoconfirmed, infinity,62076,95,5,2,1301,850,2,2,22,2639
17303057,Breakout (Miley Cyrus album),493008,autoconfirmed, infinity,72099,51,5,9,6197,4341,1,1,53,2640
32294968,Breakout (album),4776,autoconfirmed, infinity,79,Fewer than 30 watchers,,0,1,4,0,0,3,2641
4489,Breast,6503766,autoconfirmed, infinity,56513,1030,43,36,69031,5771,4,4,29,2642
64431058,Breathe: Into the Shadows,730618,autoconfirmed, infinity,11377,Fewer than 30 watchers,,1,15163,123,0,0,2,2643
20903424,Breathing,1833997,autoconfirmed, 2022-05-18T16:41:46Z,41276,203,32,21,12697,2228,0,0,12,2644
9515417,Breitbart (surname),18939,autoconfirmed, infinity,588,Fewer than 30 watchers,,0,58,105,0,0,4,2645
9515423,Breitbart News,5146468,autoconfirmed, infinity,126156,294,43,16,19361,2377,6,4,10,2646
8208639,Brenda Dervin,31242,autoconfirmed, infinity,3705,Fewer than 30 watchers,,1,98,100,0,0,14,2647
1067455,Brendan Eich,1265428,autoconfirmed, 2022-03-30T20:56:59Z,29030,146,23,1,14669,1019,6,4,18,2648
28923620,Brendan Emmett Quigley,22063,autoconfirmed, infinity,4224,Fewer than 30 watchers,,0,128,97,0,0,6,2649
1603756,Brendan Fevola,684619,autoconfirmed, infinity,36881,Fewer than 30 watchers,,2,4147,1011,1,1,15,2650
7144873,Brendon Urie,8295160,autoconfirmed, infinity,38327,338,13,9,49466,3866,3,1,21,2651
59948827,Brent Rivera,752085,autoconfirmed, infinity,12532,Fewer than 30 watchers,,1,26245,378,3,3,9,2652
2268744,Brentwood College School,55882,autoconfirmed, infinity,14095,Fewer than 30 watchers,,1,470,856,0,0,15,2653
4920175,Brett Favre,10394085,autoconfirmed, infinity,159422,311,18,13,55795,7877,14,3,19,2654
21816987,Brett Kavanaugh,12516423,autoconfirmed, 2021-12-19T11:23:30Z,207900,290,50,14,50588,2881,16,10,19,2655
28959885,Brett Salisbury,33294,autoconfirmed, infinity,7254,Fewer than 30 watchers,,2,109,190,0,0,5,2656
4410,Brewing,1847909,autoconfirmed, infinity,110606,190,14,64,14765,1611,0,0,13,2657
3173243,Brian,738114,autoconfirmed, infinity,15498,78,6,2,5224,1797,2,2,4,2658
16488318,Brian Alford,14288,autoconfirmed, infinity,6523,Fewer than 30 watchers,,1,57,55,0,0,4,2659
12235864,Brian Bell (American football),25623,autoconfirmed, 2021-10-11T01:43:00Z,3226,Fewer than 30 watchers,,1,4104,115,21,17,9,2660
30423960,Brian Eddie Reynolds,3576,autoconfirmed, infinity,30,Fewer than 30 watchers,,0,6,95,0,0,,2661
15917631,Brian Goldner,149404,autoconfirmed, 2021-11-06T15:17:17Z,5735,Fewer than 30 watchers,,1,5411,136,22,13,3,2662
55858650,Brian H. Hook,42356,autoconfirmed, infinity,41,Fewer than 30 watchers,,0,77,1,0,0,,2663
27686630,Brian Hook,136983,autoconfirmed, infinity,8868,Fewer than 30 watchers,,1,745,119,0,0,4,2664
28024577,Brian Houston (pastor),696127,autoconfirmed, infinity,17390,44,8,0,30151,596,9,2,21,2665
13400372,Brian Keenan (Irish republican),126465,autoconfirmed, 2021-12-14T12:04:29Z,20365,Fewer than 30 watchers,,1,1886,297,0,0,8,2666
615829,Brian Laudrup,1144108,autoconfirmed, infinity,56605,39,4,2,13115,1069,1,1,18,2667
4169953,Brian MacLeod (Canadian musician),79608,autoconfirmed, infinity,5670,Fewer than 30 watchers,,0,996,126,0,0,15,2668
31302974,Brian O'Conner,1576520,autoconfirmed, infinity,29438,43,11,3,120635,344,0,0,5,2669
2434904,Brian Posehn,1605723,autoconfirmed, infinity,30807,83,2,9,19418,2203,1,1,19,2670
1959211,Brian Scalabrine,2327683,autoconfirmed, infinity,24533,57,4,2,22200,1885,1,1,8,2671
4526,Brick,2554143,autoconfirmed, infinity,45015,186,23,20,21303,2957,0,0,16,2672
1697141,Bridgette Wilson,3639090,autoconfirmed, infinity,9631,95,11,8,47628,579,2,1,21,2673
1339248,Brie Larson,29795449,autoconfirmed, infinity,120958,312,47,5,196341,3692,16,7,27,2674
40282742,Brigada Mass Media Corporation,99212,autoconfirmed, infinity,15092,Fewer than 30 watchers,,14,814,830,2,1,3,2675
201918,Brigadier,990899,autoconfirmed, infinity,17834,76,9,4,11833,495,0,0,16,2676
54905201,Brigette Lundy-Paine,2914238,autoconfirmed, 2021-09-30T12:59:29Z,8567,50,15,0,258123,483,9,4,7,2677
6067004,Brigitte Gabriel,1430187,autoconfirmed, infinity,28708,188,10,6,17298,1679,1,1,27,2678
452779,Brilliant Light Power,160351,autoconfirmed, infinity,34352,138,9,14,1024,2567,0,0,6,2679
36721394,Brin-Jonathan Butler,21981,autoconfirmed, infinity,10436,Fewer than 30 watchers,,0,248,124,0,0,7,2680
7776260,Bring Me the Horizon,5035825,autoconfirmed, infinity,124573,246,27,19,41543,4694,3,3,25,2681
39225968,Britain First,1606932,autoconfirmed, 2023-05-26T20:52:56Z,114170,130,28,2,6595,1599,8,6,9,2682
3970,British Airways,5611849,autoconfirmed, infinity,126501,336,35,35,46904,9979,6,4,27,2683
59441842,British Army Structure In 2010,3047,autoconfirmed, infinity,52,Fewer than 30 watchers,,0,5,172,0,0,,2684
4721,British Empire,14505394,autoconfirmed, infinity,129723,1484,142,44,158022,11873,41,9,16,2685
4294,British National Party,1937764,autoconfirmed, infinity,190918,626,29,11,17882,11975,0,0,19,2686
1438262,British Rail Class 390,671649,autoconfirmed, 2021-10-15T21:20:23Z,72166,79,18,10,7648,1871,8,3,11,2687
4208015,British Raj,9687925,autoconfirmed, infinity,223816,663,87,34,176483,6562,28,16,20,2688
3382,Britney Spears,28090044,autoconfirmed, infinity,248126,1567,132,52,572642,26084,59,23,45,2689
3874841,"""Polish death camp"" controversy",407727,extendedconfirmed, infinity,55464,143,15,15,2545,2028,3,1,13,3576
17901024,'Azza,43094,extendedconfirmed, infinity,5574,Fewer than 30 watchers,,4,204,87,0,0,8,3577
17626789,1929 Hebron massacre,402155,extendedconfirmed, infinity,46977,184,16,6,3519,1090,0,0,14,3578
304601,1936-1939 Arab revolt in Palestine,7182,extendedconfirmed, infinity,130081,221,31,20,6980,1388,137,8,19,3579
53706170,1936-39 Arab revolt in Palestine,5683,extendedconfirmed, infinity,67,171,43,0,1010,1,0,0,,3580
58155879,1947-49 Palestine war,2328,extendedconfirmed, infinity,56,190,50,0,73,2,0,0,,3581
51550220,1947 Jammu massacres,319698,extendedconfirmed, infinity,38928,39,7,2,5320,535,0,0,6,3582
60098707,1947-1948 Civil War in Mandatory Palestine,19062,extendedconfirmed, infinity,75,204,44,0,426,1,0,0,,3583
45137635,1947-1949 Palestine war,1043,extendedconfirmed, infinity,66246,258,40,28,10365,1139,7,2,11,3584
59052047,1947-48 Civil War in Mandatory Palestine,9691,extendedconfirmed, infinity,75,198,35,0,1273,2,0,0,,3585
36197,1948 Arab-Israeli War,295387,extendedconfirmed, infinity,187699,556,53,17,37450,6377,13,8,30,3586
58254354,1948 Palestine war,588936,extendedconfirmed, infinity,56,191,51,0,1730,2,0,0,,3587
25234737,1948 Palestinian exodus,1397589,extendedconfirmed, infinity,107195,449,46,9,10983,3840,8,6,19,3588
22620057,1948 Palestinian exodus from Lydda and Ramle,153017,extendedconfirmed, infinity,117508,170,18,16,1351,2168,0,0,15,3589
57896178,1948 Palestinian expulsion from Lydda and Ramle,693,extendedconfirmed, infinity,75,154,41,0,0,1,0,0,,3590
181696,1949 Armistice Agreements,438661,extendedconfirmed, infinity,44592,121,17,12,2840,506,1,1,14,3591
43394456,1950-1951 Baghdad bombings,3079,extendedconfirmed, infinity,59060,66,9,7,487,532,0,0,11,3592
64017465,1950-51 Baghdad bombings,769,extendedconfirmed, infinity,89,62,21,0,58,1,0,0,3,3593
17797986,1952 raid on Beit Jala,5428,extendedconfirmed, infinity,7470,37,2,9,41,368,0,0,2,3594
11172310,1967 Oil Embargo,107138,extendedconfirmed, infinity,5846,Fewer than 30 watchers,,1,170,70,0,0,,3595
11591980,1967 Palestinian exodus,75466,extendedconfirmed, infinity,5267,39,6,0,522,106,0,0,5,3596
61244590,1972 Israeli Bangkok Embassy hostage crisis,22055,extendedconfirmed, infinity,69,Fewer than 30 watchers,,0,186,1,0,0,,3597
1856025,1973 Israeli raid on Lebanon,306947,extendedconfirmed, infinity,11924,151,11,2,4602,318,1,1,3,3598
244180,1973 oil crisis,3354167,extendedconfirmed, infinity,75506,360,33,24,22566,2882,2,2,23,3599
1088850,1978 South Lebanon conflict,234093,extendedconfirmed, infinity,20330,157,7,7,1976,521,5,2,7,3600
18821771,1979 Nahariya attack,77791,extendedconfirmed, infinity,20802,45,3,4,548,297,1,1,10,3601
181820,1982 Lebanon War,1555015,extendedconfirmed, infinity,137799,305,16,31,16215,2795,3,3,23,3602
458649,1985 Rome and Vienna airport attacks,101275,extendedconfirmed, infinity,10216,34,6,5,783,191,0,0,3,3603
19492436,1990 Temple Mount riots,57659,extendedconfirmed, infinity,19023,60,5,3,327,329,0,0,5,3604
64673036,1991 Iraqi rocket attacks on Israel,16270,extendedconfirmed, infinity,8783,Fewer than 30 watchers,,0,2693,49,2,2,5,3605
11020994,1992 Israeli legislative election,72697,extendedconfirmed, infinity,12933,Fewer than 30 watchers,,2,812,126,5,1,3,3606
433761,1992 attack on Israeli embassy in Buenos Aires,122245,extendedconfirmed, infinity,11054,96,6,9,981,323,0,0,15,3607
693391,1994 London Israeli Embassy bombing,33299,extendedconfirmed, infinity,13569,77,5,12,440,204,2,2,7,3608
31203225,1997 Mahane Yehuda Market bombings,21923,extendedconfirmed, infinity,4462,30,6,1,141,116,4,2,,3609
182771,2000 Camp David Summit,467192,extendedconfirmed, infinity,47718,116,8,12,3363,1034,0,0,9,3610
2985745,2000 Ramallah lynching,214275,extendedconfirmed, infinity,26729,80,6,11,3263,544,1,1,4,3611
62475250,2000-06 Shebaa Farms conflict,201,extendedconfirmed, infinity,94,95,21,0,79,1,0,0,3,3612
7959095,2000-2006 Shebaa Farms conflict,6003,extendedconfirmed, infinity,15874,97,4,4,806,224,4,2,9,3613
31207435,2001 HaSharon Mall suicide bombing,22176,extendedconfirmed, infinity,3488,Fewer than 30 watchers,,0,143,63,1,1,2,3614
33505040,2001 Immanuel bus attack,13232,extendedconfirmed, infinity,10701,Fewer than 30 watchers,,0,75,67,0,0,3,3615
32938591,2001 Netanya bombing,15772,extendedconfirmed, infinity,4672,31,4,0,69,69,2,2,,3616
32816533,2002 Immanuel bus attack,11873,extendedconfirmed, infinity,6195,30,3,2,57,83,1,1,3,3617
32724949,2002 Rishon LeZion bombing,18722,extendedconfirmed, infinity,5515,32,5,1,93,71,1,1,4,3618
32871852,2003 French Hill suicide bombings,11353,extendedconfirmed, infinity,5964,31,4,4,22,79,1,1,4,3619
47537069,2003 Route 60 Hamas ambush,12926,extendedconfirmed, infinity,8842,Fewer than 30 watchers,,0,34,59,0,0,3,3620
20915425,2004 Ashdod Port bombings,21564,extendedconfirmed, infinity,6022,31,4,4,147,82,2,2,7,3621
32940179,2004 Erez Crossing bombing,14481,extendedconfirmed, infinity,6783,Fewer than 30 watchers,,2,37,63,1,1,2,3622
668141,2004 Israeli operation in Rafah,6316,extendedconfirmed, infinity,28690,98,2,3,145,408,0,0,4,3623
1048241,2004 Israeli operation in the northern Gaza Strip,5264,extendedconfirmed, infinity,40842,88,3,5,104,398,1,1,10,3624
2330508,2004 Sinai bombings,63252,extendedconfirmed, infinity,8776,34,2,0,462,118,0,0,5,3625
33177783,2006 Gaza cross-border raid,43253,extendedconfirmed, infinity,28032,40,3,2,275,214,1,1,11,3626
6299231,2006 Hezbollah cross-border raid,105095,extendedconfirmed, infinity,33747,112,7,11,1152,693,0,0,7,3627
7733141,2006 Israeli operation in Beit Hanoun,3654,extendedconfirmed, infinity,10851,58,There may or may not be a watching user visiting recent edits,5,61,199,0,0,11,3628
6299613,2006 Lebanon War,2028915,extendedconfirmed, infinity,237364,1333,24,71,22325,20950,10,7,31,3629
6183677,2006 Qana airstrike,23356,extendedconfirmed, infinity,40274,160,8,9,387,1698,1,1,6,3630
15594592,2008 Dimona suicide bombing,20392,extendedconfirmed, infinity,8786,31,5,4,94,121,1,1,,3631
67722777,2008 Israeli operation in the Gaza Strip,5560,extendedconfirmed, infinity,127,93,6,0,0,2,0,0,5,3632
21118167,2008 Israel-Hamas ceasefire,2930,extendedconfirmed, infinity,61852,50,8,2,164,331,0,0,16,3633
18244580,2008 Jerusalem bulldozer attack,128121,extendedconfirmed, infinity,29901,71,5,13,1016,578,2,2,10,3634
22001462,2009 Arab Capital of Culture,32356,extendedconfirmed, infinity,8874,Fewer than 30 watchers,,3,13,204,0,0,3,3635
21376149,2009 Hamas political violence in Gaza,24924,extendedconfirmed, infinity,9069,49,11,11,65,354,0,0,8,3636
28244607,2010 Israel-Lebanon border clash,608,extendedconfirmed, infinity,51559,83,5,7,661,825,2,2,12,3637
28962172,2010 Palestinian militancy campaign,45140,extendedconfirmed, infinity,23288,43,4,6,170,164,0,0,5,3638
26623709,2010 Tapuah Junction stabbing,8019,extendedconfirmed, infinity,16054,Fewer than 30 watchers,,1,49,184,0,0,,3639
66406938,2010-11 Israeli-Palestinian peace talks,230,extendedconfirmed, infinity,106,46,6,0,45,1,0,0,3,3640
28984181,2010-2011 Israeli-Palestinian peace talks,129,extendedconfirmed, infinity,59982,50,6,10,157,450,1,1,15,3641
31272990,2011 Jerusalem bus stop bombing,17571,extendedconfirmed, infinity,18910,Fewer than 30 watchers,,3,42,328,1,1,4,3642
32918714,2011 Tel Aviv nightclub attack,34639,extendedconfirmed, infinity,23653,Fewer than 30 watchers,,2,162,266,0,0,4,3643
32786931,2011 southern Israel cross-border attacks,85379,extendedconfirmed, infinity,75912,83,There may or may not be a watching user visiting recent edits,12,595,939,1,1,10,3644
36473123,2012 Burgas bus bombing,154189,extendedconfirmed, infinity,57162,72,4,11,1462,1058,1,1,13,3645
37641752,2012 Israeli operation in the Gaza Strip,41824,extendedconfirmed, infinity,167253,209,9,17,1077,3455,2,2,25,3646
63799724,2013-14 Israeli-Palestinian peace talks,249,extendedconfirmed, infinity,106,54,16,0,192,1,0,0,3,3647
40099619,2013-2014 Israeli-Palestinian peace talks,215,extendedconfirmed, infinity,58666,57,5,7,270,379,0,0,12,3648
44360910,2014 Alon Shvut stabbing attack,22484,extendedconfirmed, infinity,10415,Fewer than 30 watchers,,4,96,111,0,0,3,3649
43243199,2014 Gaza War,234813,extendedconfirmed, infinity,297731,324,35,47,5930,7458,4,3,42,3650
47039694,2014 Gaza war beach bombing incidents,39514,extendedconfirmed, infinity,24434,31,4,1,424,96,1,1,2,3651
43436831,2014 Israeli shelling of UNRWA Gaza shelters,52838,extendedconfirmed, infinity,43657,43,4,7,116,544,2,2,6,3652
66387527,2014 Israel-Gaza conflict,43657,extendedconfirmed, infinity,74,313,35,0,2438,1,0,0,5,3653
43518060,2014 Israel-Gaza conflict in video games,242,extendedconfirmed, infinity,7346,Fewer than 30 watchers,,2,153,47,0,0,,3654
43471871,2014 Jerusalem tractor attack,34507,extendedconfirmed, infinity,15029,Fewer than 30 watchers,,4,136,128,0,0,5,3655
44050909,2014 Jerusalem unrest,53147,extendedconfirmed, infinity,44670,57,9,13,390,496,0,0,16,3656
43055548,2014 kidnapping and murder of Israeli teenagers,461209,extendedconfirmed, infinity,159498,128,11,27,2743,1747,2,1,21,3657
58359487,2015-2016 wave of violence in Israeli-Palestinian conflict,5243,extendedconfirmed, infinity,93,68,There may or may not be a watching user visiting recent edits,0,1,3,0,0,,3658
48598769,2015 Gush Etzion Junction attack,12825,extendedconfirmed, infinity,9904,32,2,1,31,68,1,1,2,3659
53159627,2015 Gush Etzion Junction shooting,10617,extendedconfirmed, infinity,63,Fewer than 30 watchers,,0,14,1,0,0,,3660
67627202,2015-16 wave of violence in Israeli-Palestinian conflict,36,extendedconfirmed, infinity,123,87,7,0,10,1,0,0,3,3661
65609377,2015-2016 wave of violence in Israeli-Palestinian conflict,5243,extendedconfirmed, infinity,123,85,2,0,85,2,0,0,3,3662
48140837,2015-2016 wave of violence in Israeli-Palestinian conflict,5243,extendedconfirmed, infinity,100819,88,7,14,361,1364,0,0,11,3663
50225559,2016 Jerusalem bus bombing,29979,extendedconfirmed, infinity,7743,33,3,2,212,122,4,3,2,3664
52131997,2016 Jerusalem shooting,1285,extendedconfirmed, infinity,60,Fewer than 30 watchers,,0,1,1,0,0,,3665
51920939,2016 Jerusalem shooting attack,15123,extendedconfirmed, infinity,16650,Fewer than 30 watchers,,1,58,111,0,0,,3666
49685953,2016 Tel Aviv stabbings,36204,extendedconfirmed, infinity,16829,Fewer than 30 watchers,,2,121,146,1,1,8,3667
54632982,2017 Amman incident,21441,extendedconfirmed, infinity,17411,Fewer than 30 watchers,,4,104,180,0,0,3,3668
54678091,2017 China-India border standoff,3358,extendedconfirmed, infinity,48879,59,7,5,4832,543,0,0,10,3669
54618623,2017 Halamish stabbing attack,47856,extendedconfirmed, infinity,20639,37,9,2,313,159,0,0,3,3670
55350093,2017 Har Adar shooting,17155,extendedconfirmed, infinity,11654,33,There may or may not be a watching user visiting recent edits,8,42,159,0,0,3,3671
53775062,2017 Jerusalem Light Rail stabbing,35178,extendedconfirmed, infinity,16437,38,2,1,78,210,1,1,6,3672
52807982,2017 Jerusalem truck attack,44582,extendedconfirmed, infinity,22139,42,6,5,119,392,0,0,7,3673
54639038,2017 Temple Mount crisis,42725,extendedconfirmed, infinity,21415,34,7,3,198,148,0,0,3,3674
54549508,2017 Temple Mount shooting,46846,extendedconfirmed, infinity,28350,40,5,0,235,319,0,0,4,3675
53708429,2017 Umm al-Hiran attack,3128,extendedconfirmed, infinity,68,Fewer than 30 watchers,,0,1,2,0,0,,3676
53019238,2017 Umm al-Hiran incident,4408,extendedconfirmed, infinity,203,Fewer than 30 watchers,,0,1,73,0,0,,3677
57944662,2018 Gaza-Israel conflict,3931,extendedconfirmed, infinity,63,Fewer than 30 watchers,,0,3,4,0,0,,3678
57894402,2018 Gaza border clashes,920,extendedconfirmed, infinity,63,98,29,0,1,3,0,0,,3679
60670299,2018 Gaza border protests,487215,extendedconfirmed, infinity,63,112,33,0,290,2,0,0,,3680
57053727,2018 Gaza border protests and Israeli shootings,1000,extendedconfirmed, infinity,63,Fewer than 30 watchers,,0,0,4,0,0,,3681
57053858,2018 Gaza border protests and clashes,4602,extendedconfirmed, infinity,63,Fewer than 30 watchers,,0,0,3,0,0,,3682
57905098,2018 Gaza-Israel conflict,3931,extendedconfirmed, infinity,46,Fewer than 30 watchers,,0,0,92,0,0,,3683
57048238,2018 Land Day incidents,48414,extendedconfirmed, infinity,63,Fewer than 30 watchers,,0,0,6,0,0,,3684
56995590,2018 Land Day massacre,1785,extendedconfirmed, infinity,63,Fewer than 30 watchers,,0,0,9,0,0,,3685
56995488,2018 Land Day protests,8889,extendedconfirmed, infinity,63,Fewer than 30 watchers,,0,14,10,0,0,,3686
55897845,2018 Novak Djokovic tennis season,125593,extendedconfirmed, infinity,42039,Fewer than 30 watchers,,0,951,376,1,1,4,3687
63799046,2018-19 Gaza border protests,275,extendedconfirmed, infinity,93,119,35,0,81,1,0,0,3,3688
56984243,2018-2019 Gaza border protests,247,extendedconfirmed, infinity,227259,124,15,27,1259,1740,4,3,14,3689
60075495,2019 Balakot airstrike,1264892,extendedconfirmed, infinity,74031,81,12,6,14716,684,1,1,8,3690
61601471,2019 Beirut drone crash,20610,extendedconfirmed, infinity,8813,Fewer than 30 watchers,,5,137,148,0,0,,3691
60086893,2019 India-Pakistan border skirmishes,207,extendedconfirmed, infinity,102689,134,19,12,7650,1070,12,2,14,3692
60269548,2019 India-Pakistan standoff,20560,extendedconfirmed, infinity,70,99,25,0,2159,2,0,0,,3693
62436900,2019 Israeli airstrikes in Iraq,31262,extendedconfirmed, infinity,16419,Fewer than 30 watchers,,0,228,150,0,0,4,3694
60088883,2019 Jammu and Kashmir airstrikes,180023,extendedconfirmed, infinity,41436,43,15,2,5289,504,10,2,10,3695
59957696,2019 Pulwama attack,2942721,extendedconfirmed, infinity,85576,113,13,5,19027,810,11,3,10,3696
61608480,2019 Qousaya attack,5455,extendedconfirmed, infinity,81,Fewer than 30 watchers,,0,5,17,0,0,3,3697
60231218,2019 Tel Aviv rocket strike,37221,extendedconfirmed, infinity,7498,Fewer than 30 watchers,,3,49,49,0,0,2,3698
66910761,2020 China-India skirmishes,34390,extendedconfirmed, 2021-12-01T08:21:23Z,97,121,69,0,8816,1,0,0,5,3699
63712210,2020 Palghar mob lynching,265179,extendedconfirmed, infinity,20314,Fewer than 30 watchers,,1,2105,228,2,1,7,3700
63542764,2020 Tablighi Jamaat COVID-19 hotspot in Delhi,30571,extendedconfirmed, infinity,89554,47,5,5,870,578,1,1,11,3701
65746765,2020 Tablighi Jamaat coronavirus hotspot in Delhi,232767,extendedconfirmed, infinity,107,45,26,0,106,1,0,0,3,3702
63855993,2020 coronavirus pandemic in the Republic of Artsakh,17526,extendedconfirmed, infinity,105,Fewer than 30 watchers,,0,2,1,0,0,3,3703
63914196,2020-2021 China-India skirmishes,281,extendedconfirmed, 2021-12-01T08:21:23Z,343446,135,51,17,46662,2755,11,5,13,3704
65701455,2020-2021 Indian farmers' protest,2018,extendedconfirmed, 2022-08-14T02:04:16Z,247128,122,51,14,45988,1369,36,23,16,3705
67642078,2021 Gaza War,6074,extendedconfirmed, infinity,44,Fewer than 30 watchers,,0,131,2,0,0,,3706
67639070,2021 Israeli Palestinian violence,1056,extendedconfirmed, infinity,91,30,30,0,1,1,0,0,3,3707
67620503,2021 Israel-Palestine crisis,6509,extendedconfirmed, infinity,239634,179,179,24,43297,2533,51,14,16,3708
67638847,2021 Jerusalem clashes,95209,extendedconfirmed, infinity,91,Fewer than 30 watchers,,0,76,2,0,0,3,3709
67884628,2021 in the Israeli-Palestinian conflict,77,extendedconfirmed, infinity,115,Fewer than 30 watchers,,0,41,1,0,0,3,3710
62466832,A-League all-time records,133431,extendedconfirmed, infinity,92,Fewer than 30 watchers,,0,253,1,0,0,3,3711
3089407,A-League records and statistics,35456,extendedconfirmed, infinity,27444,Fewer than 30 watchers,,2,804,2529,0,0,3,3712
65509335,A2Z (Philippine TV channel),188224,extendedconfirmed, 2022-03-26T16:44:26Z,16653,Fewer than 30 watchers,,5,9401,503,2,1,8,3713
57285750,AMAD Project,46413,extendedconfirmed, infinity,5865,48,13,3,388,146,1,1,3,3714
42804091,AMCHA Initiative,24845,extendedconfirmed, infinity,43101,35,6,2,132,299,2,2,10,3715
37810662,AMIA bombing,420235,extendedconfirmed, infinity,69565,176,11,9,9591,1048,0,0,16,3716
6275104,A Clean Break: A New Strategy for Securing the Realm,246310,extendedconfirmed, infinity,24490,60,6,4,3592,210,0,0,4,3717
2212641,Abbas al-Musawi,294646,extendedconfirmed, infinity,9083,57,5,7,3738,252,0,0,12,3718
5993027,Abduction and killing of Nachshon Wachsman,10352,extendedconfirmed, infinity,16434,52,6,7,466,281,0,0,8,3719
58559502,Abdul Aziz Al Saud of Saudi Arabia,223,extendedconfirmed, infinity,56,165,7,0,1,2,0,0,,3720
23187771,Abdullah Azzam Brigades,157717,extendedconfirmed, infinity,26879,49,4,12,2215,306,1,1,10,3721
34138616,Abdullah Barghouti,74702,extendedconfirmed, infinity,6992,Fewer than 30 watchers,,3,1511,52,0,0,8,3722
19186951,Abdullah of Saudi Arabia,3781643,extendedconfirmed, infinity,101539,243,14,38,28868,4197,7,3,25,3723
54627043,Abominable (2019 film),2195873,extendedconfirmed, infinity,36212,47,12,1,27938,571,4,3,8,3724
15484528,Abraham Gancwajch,117871,extendedconfirmed, infinity,8527,35,6,0,1394,239,0,0,7,3725
56057873,Abraham Silberschein,5481,extendedconfirmed, infinity,9679,Fewer than 30 watchers,,2,36,43,0,0,13,3726
3704049,Abu Ali Mustapha Brigades,57660,extendedconfirmed, infinity,6146,44,26,2,950,116,1,1,3,3727
3246690,Abu Dis,128546,extendedconfirmed, infinity,38411,60,9,4,579,373,0,0,15,3728
73331,Abu Nidal,521786,extendedconfirmed, infinity,44409,125,14,5,5286,1075,0,0,18,3729
2179718,Acharya,371230,extendedconfirmed, infinity,6298,66,11,11,4027,544,0,0,16,3730
