page_id,page_title,view_count,protection_level,protection_expiry,page_length,page_id_scrapped,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
20610508,Battle of the Ruhr,136644,unprotected,,25455,20610508,Fewer than 30 watchers,,2,1484,256,4,4,8
20613031,Christopher Warn,4050,unprotected,,71,67276173,Fewer than 30 watchers,,0,1,1,0,0,
20615929,GÃƒÂ©rard Lauzier,18054,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
20616758,Gobiodon acicularis,6133,unprotected,,1014,20616758,Fewer than 30 watchers,,1,27,24,0,0,4
20624092,The Story and the Song,9886,unprotected,,2959,20624092,Fewer than 30 watchers,,2,30,52,0,0,7
20628068,Leyte Normal University,32050,unprotected,,4705,20628068,Fewer than 30 watchers,,2,255,104,0,0,8
20637195,TomÃƒÂ¡s Gomensoro AlbÃƒÂ­n,7254,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
20644421,Petrus Ryff,14942,unprotected,,8118,20644421,Fewer than 30 watchers,,0,228,56,0,0,15
20656170,Lauren Cuthbertson,118425,unprotected,,5201,20656170,Fewer than 30 watchers,,0,1134,92,1,1,5
20663183,Nel mondo delle donne,5980,unprotected,,2317,20663183,Fewer than 30 watchers,,0,13,19,0,0,7
20683890,BahÃƒÂ¡'ÃƒÂ­ Faith in Scotland,30748,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
20690453,Little Signal Hills,5791,unprotected,,1441,20690453,Fewer than 30 watchers,,0,8,18,0,0,4
20700370,Walt Doan,5686,unprotected,,1726,20700370,Fewer than 30 watchers,,0,33,23,1,1,3
20707055,ClÃƒÂ©ment Sawadogo,5964,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
20712599,Bathysauridae,14417,unprotected,,2502,20712599,Fewer than 30 watchers,,3,148,30,4,2,5
20713868,Flight for Freedom,38673,unprotected,,9608,20713868,Fewer than 30 watchers,,0,313,120,0,0,8
20729848,Mollie King,2026979,unprotected,,29071,20729848,72,5,4,16063,1334,0,0,16
20732107,Daniel B. Cathcart,6450,unprotected,,1528,20732107,Fewer than 30 watchers,,1,21,25,0,0,8
20742677,Leverage (statistics),290396,unprotected,,10216,20742677,Fewer than 30 watchers,,2,2237,86,0,0,
20750356,Hans Hirning,6310,unprotected,,75,20750356,Fewer than 30 watchers,,0,10,57,0,0,
20784195,London Letters,21881,unprotected,,13467,20784195,Fewer than 30 watchers,,2,87,55,4,3,11
20793022,General (comics),12461,unprotected,,857,20793022,Fewer than 30 watchers,,0,70,3,0,0,3
20808420,Lalbag subdivision,32088,unprotected,,40447,20808420,Fewer than 30 watchers,,0,409,74,0,0,9
20816187,Vilar Formoso,15373,unprotected,,3506,20816187,Fewer than 30 watchers,,0,211,36,0,0,8
20816672,James Putnam (politician),5403,unprotected,,1215,20816672,Fewer than 30 watchers,,0,7,13,0,0,
20835115,Tom Simcox,70018,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
20840075,Lee Dong-won,8104,unprotected,,2995,20840075,Fewer than 30 watchers,,1,41,116,0,0,8
20844517,Carlo Dibiasi,5582,unprotected,,1092,20844517,Fewer than 30 watchers,,0,102,27,0,0,3
20845881,Edith MÃƒÂ¦rsk,31054,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
20852457,Charles Robertson (mayor),11891,unprotected,,56,55025730,Fewer than 30 watchers,,0,25,1,0,0,
20858714,The New Dress (short story),63480,unprotected,,1524,20858714,Fewer than 30 watchers,,0,290,49,0,0,3
20867323,2002 Rome Masters Ã¢â‚¬â€œ Men's Singles,6222,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
20870152,Adam Walker (footballer),21986,unprotected,,6755,20870152,Fewer than 30 watchers,,0,132,107,1,1,7
20874386,2008 Summer Olympics on NBC,18667,unprotected,,15417,20874386,Fewer than 30 watchers,,2,347,58,0,0,6
20900344,Tony Tremlett (bishop),5666,unprotected,,4212,20900344,Fewer than 30 watchers,,1,28,50,0,0,6
20903381,Barkha Bahar,22479,unprotected,,1703,20903381,Fewer than 30 watchers,,0,174,50,0,0,6
20905313,Paul Reeves (Bishop of Georgia),5963,unprotected,,6367,20905313,Fewer than 30 watchers,,3,21,48,0,0,2
20909154,Uno (dicycle),94463,unprotected,,12708,20909154,33,3,3,704,155,1,1,7
20915425,2004 Ashdod Port bombings,21564,unprotected,,6022,20915425,31,4,4,147,82,1,1,7
20919132,Fishing industry in Russia,107344,unprotected,,28195,20919132,Fewer than 30 watchers,,1,562,131,1,1,10
20921483,"Brighton High School (Brighton, Tennessee)",10482,unprotected,,2638,20921483,Fewer than 30 watchers,,0,46,82,0,0,8
20921922,Camissoniopsis hirtella,3580,unprotected,,1642,20921922,Fewer than 30 watchers,,2,10,10,0,0,5
20924023,Rizwan Hussain,55488,unprotected,,12394,20924023,Fewer than 30 watchers,,0,328,246,1,1,8
20925435,Thorpe on the Hill,1487,unprotected,,151,20925435,Fewer than 30 watchers,,2,0,5,0,0,
20931503,"National Register of Historic Places listings in Hardee County, Florida",14279,unprotected,,2628,20931503,Fewer than 30 watchers,,1,21,22,0,0,
20934358,Brad Herauf,2238,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
20937337,8 November Bridge,11964,unprotected,,2622,20937337,Fewer than 30 watchers,,0,29,23,0,0,4
20947082,DaniÃƒÂ¨le Debernard,7484,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
20947278,Peter C. Myers,8154,unprotected,,2647,20947278,Fewer than 30 watchers,,0,361,31,0,0,10
20948308,Voous,1586,unprotected,,159,20948308,Fewer than 30 watchers,,0,3,3,0,0,
20948999,"Our Lady of the Immaculate Conception Church, Goa",185855,unprotected,,7603,20948999,Fewer than 30 watchers,,0,1743,101,0,0,9
20963207,M. C. Rajah,78597,unprotected,,10092,20963207,Fewer than 30 watchers,,1,1912,172,8,2,11
20988562,OsuchÃƒÂ³w-Parcela,2838,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
20988789,"Zawady, Kalisz County",4923,unprotected,,1356,20988789,Fewer than 30 watchers,,0,10,10,0,0,6
20998881,2008Ã¢â‚¬â€œ09 Baylor Bears basketball team,12805,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21001393,Facial disc,53155,unprotected,,1629,21001393,Fewer than 30 watchers,,2,392,40,0,0,
21015434,"Olszyna, Oborniki County",4201,unprotected,,1345,21015434,Fewer than 30 watchers,,0,2,8,0,0,6
21016174,"Wrzosy, Greater Poland Voivodeship",4221,unprotected,,1669,21016174,Fewer than 30 watchers,,0,12,7,0,0,5
21017955,Joan Brosnan Walsh,16216,unprotected,,9708,21017955,Fewer than 30 watchers,,0,120,84,1,1,5
21022172,The History of Rock and Roll contents,19067,unprotected,,36477,21022172,Fewer than 30 watchers,,0,142,124,0,0,
21028861,Nuctemeron Descent,6744,unprotected,,1301,21028861,Fewer than 30 watchers,,0,19,14,0,0,6
21030305,"PawÃ…â€šÃƒÂ³wko, Gmina Buk",3396,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21034335,Beckley Bog,8359,unprotected,,3120,21034335,Fewer than 30 watchers,,0,26,21,0,0,2
21035719,Hoeppner,6394,unprotected,,946,21035719,Fewer than 30 watchers,,1,43,23,0,0,3
21042892,Pont-Rouge,32405,unprotected,,8571,21042892,Fewer than 30 watchers,,6,237,61,0,0,9
21049307,Eric Loudoun-Shand,9000,unprotected,,7016,21049307,Fewer than 30 watchers,,4,19,62,0,0,10
21063347,Albert von Maybach,7104,unprotected,,4551,21063347,Fewer than 30 watchers,,1,20,41,1,1,4
21063798,JosÃƒÂ© Fedor Rey,38143,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21064366,Maokopia,8409,unprotected,,1734,21064366,Fewer than 30 watchers,,0,80,26,0,0,5
21075169,Cable reel,91937,unprotected,,3124,21075169,Fewer than 30 watchers,,7,746,49,0,0,4
21076850,Robert Parkinson Tomlinson,4411,unprotected,,53,56947739,Fewer than 30 watchers,,0,4,1,0,0,
21090972,Derrybrien,9763,unprotected,,2610,21090972,Fewer than 30 watchers,,0,37,42,0,0,12
21113179,Karen Fladset,4821,unprotected,,10570,21113179,Fewer than 30 watchers,,1,19,35,0,0,6
21120069,Marcewo,3022,unprotected,,1547,21120069,Fewer than 30 watchers,,0,1,8,0,0,5
21120507,"ChruÃ…â€ºciki, Greater Poland Voivodeship",5750,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21121009,Crystal Mountain,13608,unprotected,,1281,21121009,Fewer than 30 watchers,,6,40,27,0,0,
21136493,Ray Walker,7107,unprotected,,433,21136493,Fewer than 30 watchers,,4,29,16,0,0,
21138375,Florida Gators women's soccer,72525,unprotected,,26269,21138375,Fewer than 30 watchers,,3,1032,419,0,0,4
21163656,CaÃƒÂ±a,30882,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21165829,Webster's Forest,4305,unprotected,,2165,21165829,Fewer than 30 watchers,,0,25,18,0,0,5
21193114,Annemarie Roelofs,13614,unprotected,,5047,21193114,Fewer than 30 watchers,,0,50,88,0,0,12
21198268,Trevor Waite,7156,unprotected,,1723,21198268,Fewer than 30 watchers,,0,67,23,0,0,7
21203935,Dark the Suns,30716,unprotected,,4084,21203935,Fewer than 30 watchers,,4,213,84,0,0,10
21204708,Rydzynka,4458,unprotected,,1538,21204708,Fewer than 30 watchers,,0,3,11,0,0,7
21217664,2009 United Soccer Leagues,19391,unprotected,,52711,21217664,Fewer than 30 watchers,,1,65,598,0,0,5
21223257,Carex pachystachya,7533,unprotected,,1706,21223257,Fewer than 30 watchers,,1,41,14,0,0,4
21226078,HMS Lee,4433,unprotected,,903,21226078,Fewer than 30 watchers,,0,7,6,0,0,5
21226270,Numisianus,4515,unprotected,,1001,21226270,Fewer than 30 watchers,,0,11,9,1,1,5
21226961,"Sylvester ""Porky"" Brockway",26683,unprotected,,1449,21226961,Fewer than 30 watchers,,1,164,15,0,0,
21232122,Nicetas Stylites,6252,unprotected,,2122,21232122,Fewer than 30 watchers,,1,49,26,0,0,6
21243580,Pseudodracontium,6786,unprotected,,1057,21243580,Fewer than 30 watchers,,0,40,18,0,0,2
21247117,Twist (magazine),24241,unprotected,,2203,21247117,Fewer than 30 watchers,,1,93,32,0,0,
21250237,Northrise University,23400,unprotected,,8514,21250237,Fewer than 30 watchers,,0,100,133,0,0,7
21250856,List of solo piano compositions by Joseph Haydn,169226,unprotected,,9539,21250856,Fewer than 30 watchers,,1,1149,158,0,0,4
21251314,Pernessa C. Seele,13355,unprotected,,9140,21251314,Fewer than 30 watchers,,1,69,69,0,0,2
21253140,Gravenhurst railway station,9782,unprotected,,50,59948029,Fewer than 30 watchers,,0,11,1,0,0,
21253980,Epistula ad Carpianum,13499,unprotected,,10632,21253980,Fewer than 30 watchers,,2,59,53,0,0,
21261427,"AdamÃƒÂ³w, Gmina MykanÃƒÂ³w",3545,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21261926,"Troniny, Silesian Voivodeship",3962,unprotected,,1661,21261926,Fewer than 30 watchers,,0,7,5,0,0,5
21262072,MrÃƒÂ³wczak,4456,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21263939,"Cicha, Silesian Voivodeship",4531,unprotected,,1590,21263939,Fewer than 30 watchers,,1,13,6,0,0,5
21266258,Aerolite (adhesive),53125,unprotected,,2718,21266258,Fewer than 30 watchers,,0,381,26,0,0,
21272503,Morten Hviid,5188,unprotected,,2233,21272503,Fewer than 30 watchers,,0,13,21,0,0,10
21284429,CabovisÃƒÂ£o,22790,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21309680,ThuliÃ¢â‚¬â€œMakwe Dam,6919,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21331356,Forrest White,18856,unprotected,,1442,21331356,Fewer than 30 watchers,,0,100,21,0,0,11
21351711,GeorgiaÃ¢â‚¬â€œPoland relations,19415,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21359987,Post Tower,52889,unprotected,,4301,21359987,Fewer than 30 watchers,,0,523,65,1,1,11
21363182,"KamieÃ…â€ž MaÃ…â€šy, Lubusz Voivodeship",2916,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21382595,Aulo Gustafsson,3625,unprotected,,1627,21382595,Fewer than 30 watchers,,0,4,18,0,0,3
21386627,Walter Nugent,10451,unprotected,,2965,21386627,Fewer than 30 watchers,,3,91,47,1,1,2
21395814,Fredrik Kayser,24775,unprotected,,14220,21395814,Fewer than 30 watchers,,0,129,97,0,0,8
21395862,Al Hashimiyya,10109,unprotected,,15263,21395862,Fewer than 30 watchers,,11,99,114,0,0,8
21398967,Big River Telephone,22829,unprotected,,9495,21398967,Fewer than 30 watchers,,0,107,117,0,0,4
21406513,BIS,187481,unprotected,,3172,21406513,61,3,8,994,223,0,0,
21407076,PokrÃ„â„¢t,4428,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21408516,Hana Yori Dango (TV series),926849,unprotected,,11133,21408516,Fewer than 30 watchers,,0,8474,222,2,2,3
21410506,Dietrich Duhm,4660,unprotected,,1529,21410506,Fewer than 30 watchers,,0,18,23,0,0,4
21411960,Thomas Bernard (Irish politician),8023,unprotected,,2922,21411960,Fewer than 30 watchers,,2,51,58,0,0,4
21423802,1960 Speedway National League,6006,unprotected,,8822,21423802,Fewer than 30 watchers,,0,97,21,5,1,
21444616,"South Korean presidential election, 1992",40330,unprotected,,70,59312252,Fewer than 30 watchers,,0,5,1,0,0,
21474139,Niihari Station,5273,unprotected,,3194,21474139,Fewer than 30 watchers,,0,15,16,0,0,13
21482237,Tonbo kaeri dÃ…ÂchÃ…Â«,3690,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21487043,1994 Kidnappings of Westerners in India,7254,unprotected,,70,52557984,Fewer than 30 watchers,,0,4,1,0,0,
21490967,Menergy,6861,unprotected,,2923,21490967,Fewer than 30 watchers,,0,29,42,0,0,9
21502956,"Murphy Cove, Nova Scotia",7181,unprotected,,1820,21502956,Fewer than 30 watchers,,0,43,22,0,0,
21508322,Gravy (entertainer),12780,unprotected,,2204,21508322,Fewer than 30 watchers,,0,86,28,0,0,3
21519851,Solid Gold Chipmunks,22841,unprotected,,2147,21519851,Fewer than 30 watchers,,0,118,59,0,0,7
21520582,Nowe Kolnie,3115,unprotected,,1747,21520582,Fewer than 30 watchers,,0,1,10,0,0,6
21523554,"Sady, Opole Voivodeship",3521,unprotected,,1640,21523554,Fewer than 30 watchers,,0,4,10,0,0,6
21523979,"Rudziczka, Opole Voivodeship",3814,unprotected,,1918,21523979,Fewer than 30 watchers,,0,4,10,0,0,6
21529644,Dendrograptus,4477,unprotected,,891,21529644,Fewer than 30 watchers,,0,36,18,0,0,4
21535068,Eva Ngui,13418,unprotected,,13912,21535068,Fewer than 30 watchers,,0,47,72,1,1,6
21536553,Njoeng Jacob Kondre Airstrip,5645,unprotected,,2713,21536553,Fewer than 30 watchers,,0,10,24,0,0,5
21538753,List of animated feature films of the 2000s,436507,unprotected,,917,21538753,Fewer than 30 watchers,,2,4331,183,0,0,3
21554649,WLLP-CA,7339,unprotected,,3166,21554649,Fewer than 30 watchers,,1,36,55,0,0,3
21560278,Chojniczki-Wybudowanie,3431,unprotected,,1694,21560278,Fewer than 30 watchers,,0,7,5,0,0,5
21562299,Klonowo Dolne,3287,unprotected,,1805,21562299,Fewer than 30 watchers,,0,3,7,0,0,6
21571924,CCAP,16334,unprotected,,415,21571924,Fewer than 30 watchers,,0,58,20,0,0,
21573715,Snow Mountain Garlic,22117,unprotected,,89,56930590,Fewer than 30 watchers,,0,19,2,0,0,3
21604468,Troitskaya Tower,43743,unprotected,,4705,21604468,Fewer than 30 watchers,,0,364,37,0,0,4
21605671,Richard Denniss,38147,unprotected,,7451,21605671,Fewer than 30 watchers,,1,291,70,0,0,10
21608897,Lac d'Espingo,5591,unprotected,,1118,21608897,Fewer than 30 watchers,,2,24,21,0,0,7
21620362,Dan Turner (director),9044,unprotected,,1916,21620362,Fewer than 30 watchers,,1,43,26,0,0,4
21627245,Dimitrios Doulis,9585,unprotected,,4567,21627245,Fewer than 30 watchers,,0,30,59,0,0,6
21633293,National Railroad of Mexico,18088,unprotected,,4908,21633293,Fewer than 30 watchers,,5,163,39,0,0,2
21643393,Guilloume,11554,unprotected,,6462,21643393,Fewer than 30 watchers,,1,43,68,0,0,9
21660010,Klenak (village),1606,unprotected,,42,51189142,Fewer than 30 watchers,,0,4,1,0,0,
21666824,"BiaÃ…â€še BÃ…â€šoto, Gmina Dziemiany",4241,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21669683,StanÃƒÂ³wko,2605,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21670197,MieÃ…â€ºcin,2664,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21678298,Mount James Walker,4728,unprotected,,4685,21678298,Fewer than 30 watchers,,0,18,18,1,1,3
21680627,Josef Pirrung,8317,unprotected,,2289,21680627,Fewer than 30 watchers,,0,31,34,0,0,6
21690193,1941Ã¢â‚¬â€œ42 Southern Football League (Scotland),5370,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21700074,Marcus Adam,17031,unprotected,,10682,21700074,Fewer than 30 watchers,,1,589,69,0,0,2
21701978,Werner Weist,8634,unprotected,,1636,21701978,Fewer than 30 watchers,,0,16,31,1,1,6
21707014,Clarabella (song),17895,unprotected,,2966,21707014,Fewer than 30 watchers,,0,129,39,0,0,6
21712278,Mike Renaud,9528,unprotected,,2850,21712278,Fewer than 30 watchers,,0,42,54,0,0,
21732926,Bramoides,3965,unprotected,,1240,21732926,Fewer than 30 watchers,,0,1,17,0,0,5
21737335,Japanese Community Youth Council,5852,unprotected,,1138,21737335,Fewer than 30 watchers,,1,13,17,0,0,6
21745614,"Harney, Maryland",13359,unprotected,,40804,21745614,Fewer than 30 watchers,,0,62,94,0,0,28
21748682,Paul Nash (swimmer),5639,unprotected,,61,52497608,Fewer than 30 watchers,,0,1,3,0,0,2
21748693,Angelo de Rossi,10259,unprotected,,2189,21748693,Fewer than 30 watchers,,2,27,16,0,0,15
21756686,Right Where I Need to Be,32736,unprotected,,4648,21756686,Fewer than 30 watchers,,0,243,74,0,0,6
21756999,Ernie Shelton,9603,unprotected,,5704,21756999,Fewer than 30 watchers,,0,52,51,1,1,5
21783060,Sharpsburg Historic District,4736,unprotected,,2011,21783060,Fewer than 30 watchers,,0,18,24,0,0,6
21790743,"Tsuda, Kagawa",4268,unprotected,,1475,21790743,Fewer than 30 watchers,,0,10,14,0,0,4
21791271,Tanguina Lake,6077,unprotected,,1170,21791271,Fewer than 30 watchers,,5,20,21,0,0,7
21791306,Aquiles Lake,5978,unprotected,,1046,21791306,Fewer than 30 watchers,,5,7,18,0,0,5
21793171,8-Azaguanine,23469,unprotected,,5896,21793171,Fewer than 30 watchers,,8,67,39,0,0,12
21812380,Edgar Sullins Vaught,4714,unprotected,,5574,21812380,Fewer than 30 watchers,,2,15,33,0,0,4
21821499,"Fijewo, Warmian-Masurian Voivodeship",4332,unprotected,,1769,21821499,Fewer than 30 watchers,,1,15,10,0,0,9
21823262,Ganleu,4185,unprotected,,3995,21823262,Fewer than 30 watchers,,0,9,19,0,0,5
21831194,Norma Levy Shapiro,20018,unprotected,,5330,21831194,Fewer than 30 watchers,,2,66,51,0,0,5
21831497,William Hutton,7636,unprotected,,1160,21831497,Fewer than 30 watchers,,2,30,19,0,0,
21839539,Land of Giants,19642,unprotected,,2577,21839539,Fewer than 30 watchers,,0,122,20,0,0,5
21841359,Jakuby,3447,unprotected,,1653,21841359,Fewer than 30 watchers,,0,6,8,0,0,6
21841567,Nowe Guty,6460,unprotected,,1895,21841567,Fewer than 30 watchers,,0,31,12,0,0,9
21842891,"ZagÃƒÂ³rze, BiaÃ…â€šogard County",5130,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21854897,East Worcester School-Norcross Factory,3608,unprotected,,46,51263630,Fewer than 30 watchers,,0,1,1,0,0,
21855577,Nostru,1173,unprotected,,274,21855577,Fewer than 30 watchers,,0,0,1,0,0,
21857829,Kostrzewski,2919,unprotected,,502,21857829,Fewer than 30 watchers,,1,6,7,0,0,3
21859809,Mount Tenabo,10495,unprotected,,5178,21859809,Fewer than 30 watchers,,1,39,44,0,0,
21864041,Barkeol,7649,unprotected,,3755,21864041,Fewer than 30 watchers,,0,22,14,0,0,4
21881728,Lorna Dyer,8177,unprotected,,4671,21881728,Fewer than 30 watchers,,0,23,38,0,0,3
21887247,"Drozdowo, KoÃ…â€šobrzeg County",3771,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21887490,Abercorn School,24699,unprotected,,3325,21887490,Fewer than 30 watchers,,1,155,74,0,0,7
21892912,"In Other Rooms, Other Wonders",43458,unprotected,,4237,21892912,Fewer than 30 watchers,,0,389,28,0,0,
21923382,DanutÃ„â€” KvietkeviÃ„ÂiÃ…Â«tÃ„â€”,2861,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21928707,Area 20,3480,unprotected,,412,21928707,Fewer than 30 watchers,,0,56,17,0,0,
21934822,WrzeÃ…â€ºno,2502,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21946318,Mansel Alcantra,47099,unprotected,,2280,21946318,Fewer than 30 watchers,,1,157,25,0,0,4
21953720,2006 FIFA World Cup qualification Ã¢â‚¬â€œ AFC Second Stage Group 5,2226,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
21974834,Ylla,34039,unprotected,,9570,21974834,Fewer than 30 watchers,,1,582,113,0,0,20
21975271,V.B. Rose,29720,unprotected,,26169,21975271,Fewer than 30 watchers,,0,187,122,2,1,3
21979002,Sakura Saku Machi Monogatari,30586,unprotected,,5914,21979002,Fewer than 30 watchers,,3,273,50,0,0,7
21999142,CzertyÃ…â€ž,4053,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
22017433,Liarea aupouria tara,2525,unprotected,,97,22017433,Fewer than 30 watchers,,0,0,26,0,0,4
22026811,Mario Valenzuela,13120,unprotected,,2892,22026811,Fewer than 30 watchers,,0,34,35,0,0,4
22040632,Social Institutions and Gender Index,33396,unprotected,,6568,22040632,Fewer than 30 watchers,,0,234,49,0,0,
22048582,Land van den Bergh,6027,unprotected,,2368,22048582,Fewer than 30 watchers,,1,37,16,0,0,3
22050666,John Haskell Hewitt,6871,unprotected,,4122,22050666,Fewer than 30 watchers,,1,20,22,0,0,3
22051352,Sarcophaga bullata,22450,unprotected,,26263,22051352,Fewer than 30 watchers,,3,133,116,1,1,4
22071969,The Human Factor (1979 film),140668,unprotected,,6869,22071969,Fewer than 30 watchers,,0,1595,171,1,1,5
22081059,"The Royal School, Hampstead",33943,unprotected,,5311,22081059,Fewer than 30 watchers,,5,265,62,0,0,
22085638,Coprinopsis lagopus,49545,unprotected,,10844,22085638,Fewer than 30 watchers,,1,1718,70,0,0,4
22091277,Shen Si,16223,unprotected,,7288,22091277,Fewer than 30 watchers,,0,70,74,0,0,4
22094327,Hristo,13702,unprotected,,3480,22094327,Fewer than 30 watchers,,1,142,27,0,0,4
22097667,Thomas Cawley,4585,unprotected,,1521,22097667,Fewer than 30 watchers,,2,17,21,0,0,8
22107014,"Logan Township, Sherman County, Kansas",5105,unprotected,,3406,22107014,Fewer than 30 watchers,,0,14,19,0,0,5
22112803,Henry I of ZiÃ„â„¢bice,8264,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
22118174,Barrie Heath,11628,unprotected,,11193,22118174,Fewer than 30 watchers,,0,65,88,0,0,3
22119777,Kaive parish,2676,unprotected,,43,54782943,Fewer than 30 watchers,,0,0,1,0,0,
22128166,22nd U-boat Flotilla,16511,unprotected,,1583,22128166,Fewer than 30 watchers,,2,70,24,0,0,3
22133826,HÃ†Â°Ã†Â¡ng NÃƒÂª,3920,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
22144825,HÃƒÂ¥kan BrÃƒÂ¥kan,8233,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
22150345,Mabra,5679,unprotected,,1574,22150345,Fewer than 30 watchers,,1,9,20,0,0,4
22152296,Acnissa,4081,unprotected,,72,22152296,Fewer than 30 watchers,,0,0,12,0,0,3
22152821,Amefrontia,3751,unprotected,,1811,22152821,Fewer than 30 watchers,,0,2,11,0,0,5
22168621,Cabralia,3495,unprotected,,1153,22168621,Fewer than 30 watchers,,0,5,13,0,0,4
22170720,Microsynodontis laevigata,4150,unprotected,,4019,22170720,Fewer than 30 watchers,,0,18,19,0,0,3
22173234,Li Zhihai,8772,unprotected,,8693,22173234,Fewer than 30 watchers,,0,13,132,0,0,5
22174372,2010 FIFA World Cup qualification Ã¢â‚¬â€œ UEFA Second Round,48054,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
22182057,Cap of the North,31853,unprotected,,1367,22182057,Fewer than 30 watchers,,3,493,41,0,0,4
22187225,Parallelura,2717,unprotected,,58,22187225,Fewer than 30 watchers,,0,0,9,0,0,3
22190153,Benjamin Elazari Volcani,18535,unprotected,,13196,22190153,Fewer than 30 watchers,,1,88,215,0,0,12
22191676,Toad Day Out,12201,unprotected,,2688,22191676,Fewer than 30 watchers,,0,62,20,0,0,2
22207667,Republican Party of India (Democratic),21032,unprotected,,2270,22207667,Fewer than 30 watchers,,2,59,50,0,0,5
22208003,Torsten Krentz,4959,unprotected,,2648,22208003,Fewer than 30 watchers,,1,12,20,0,0,4
22229900,Euproctis,22538,unprotected,,11516,22229900,Fewer than 30 watchers,,14,202,54,0,0,4
22269627,Pieri's formula,15032,unprotected,,1847,22269627,Fewer than 30 watchers,,1,124,15,0,0,
22270289,USS Metivier (DE-582),6349,unprotected,,5703,22270289,Fewer than 30 watchers,,1,27,18,0,0,3
22276792,Zhao Yiman,20456,unprotected,,4340,22276792,Fewer than 30 watchers,,3,218,73,0,0,11
22280995,Fort Hill Historic District,1452,unprotected,,436,22280995,Fewer than 30 watchers,,1,0,13,0,0,
22289601,Helmut Pfleger,12792,unprotected,,5118,22289601,Fewer than 30 watchers,,0,100,70,0,0,12
22291874,Palsmane parish,2769,unprotected,,46,54784424,Fewer than 30 watchers,,0,0,1,0,0,
22300353,Chinese people in Cameroon,22155,unprotected,,8894,22300353,Fewer than 30 watchers,,2,95,27,0,0,2
22310019,Valerian Bestayev,5398,unprotected,,1604,22310019,Fewer than 30 watchers,,3,6,35,0,0,6
22320645,Ken Anderson (defensive lineman),11240,unprotected,,1723,22320645,Fewer than 30 watchers,,0,41,45,1,1,4
22326355,James Chesson,8862,unprotected,,1183,22326355,Fewer than 30 watchers,,1,54,18,0,0,
22336724,Ilari Ruuth,3325,unprotected,,1434,22336724,Fewer than 30 watchers,,0,6,33,0,0,3
22339767,Nacht,21788,unprotected,,906,22339767,Fewer than 30 watchers,,2,169,11,0,0,
22343202,Cacuzo,5118,unprotected,,3902,22343202,Fewer than 30 watchers,,1,10,11,0,0,4
22351322,DaishÃ…Âyama Naoki,11095,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
22358273,Mesohibolites,2748,unprotected,,1214,22358273,Fewer than 30 watchers,,0,7,7,0,0,2
22371343,"Hardy Campbell, Jr.",4569,unprotected,,49,54677698,Fewer than 30 watchers,,0,1,1,0,0,
22374185,Mutual Blackbird,6150,unprotected,,3542,22374185,Fewer than 30 watchers,,0,17,19,0,0,
22393658,Santa Fe District,8267,unprotected,,88,66225238,Fewer than 30 watchers,,0,14,1,0,0,
22409936,James Striar School of General Jewish Studies,6928,unprotected,,5366,22409936,Fewer than 30 watchers,,0,24,58,0,0,8
